time,values
3.248,0.102
3.25,0.124
3.252,0.052
3.254,0.0614
3.256,0.0584
3.258,0.0753
3.26,0.073
3.262,0.122
3.264,0.0843
3.266,0.0719
3.268,0.0761
3.27,0.121
3.272,0.0844
3.274,0.0538
3.276,0.121
3.278,0.133
3.28,0.0944
3.282,0.0475
3.284,0.0736
3.286,0.0406
3.288,0.114
3.29,0.0659
3.292,0.0264
3.294,0.05
3.296,0.137
3.298,0.0521
3.3,0.0641
3.302,0.0989
3.304,0.1
3.306,0.083
3.308,0.068
3.31,0.117
3.312,0.0693
3.314,0.031
3.316,0.0522
3.318,0.0707
3.32,0.0346
3.322,0.11
3.324,0.0447
3.326,0.0887
3.328,0.139
3.33,0.0811
3.332,0.0298
3.334,0.121
3.336,0.114
3.338,0.105
3.34,0.0971
3.342,0.0835
3.344,0.121
3.346,0.0208
3.348,0.0732
3.35,0.12
3.352,0.114
3.354,0.0721
3.356,0.0564
3.358,0.0967
3.36,0.132
3.362,0.111
3.364,0.126
3.366,0.0792
3.368,0.119
3.37,0.0601
3.372,0.116
3.374,0.102
3.376,0.117
3.378,0.112
3.38,0.0757
3.382,0.127
3.384,0.0702
3.386,0.105
3.388,0.0132
3.39,0.0487
3.392,0.0392
3.394,0.0772
3.396,0.0812
3.398,0.0593
3.4,0.0771
3.402,0.0982
3.404,0.0714
3.406,0.0806
3.408,0.0594
3.41,0.0788
3.412,0.0833
3.414,0.0823
3.416,0.0512
3.418,0.0703
3.42,0.0414
3.422,0.0357
3.424,0.0766
3.426,0.0488
3.428,0.0869
3.43,0.107
3.432,0.0911
3.434,0.0576
3.436,0.0735
3.438,0.0566
3.44,0.132
3.442,0.0956
3.444,0.0566
3.446,0.0503
3.448,0.0863
3.45,0.0867
3.452,0.0512
3.454,0.0724
3.456,0.0347
3.458,0.103
3.46,0.114
3.462,0.0339
3.464,0.0777
3.466,0.136
3.468,0.055
3.47,0.108
3.472,0.06
3.474,0.118
3.476,0.0791
3.478,0.111
3.48,0.0877
3.482,0.0948
3.484,0.0693
3.486,0.12
3.488,0.0293
3.49,0.104
3.492,0.0733
3.494,0.0663
3.496,0.114
3.498,0.0685
3.5,0.091
3.502,0.0787
3.504,0.0746
3.506,0.0565
3.508,0.103
3.51,0.0488
3.512,0.405
3.514,-0.535
3.516,0.269
3.518,0.365
3.52,0.893
3.522,-0.0796
3.524,0.442
3.526,0.381
3.528,-0.985
3.53,1.3
3.532,0.598
3.534,0.177
3.536,0.512
3.538,0.427
3.54,-0.846
3.542,1.07
3.544,-0.408
3.546,0.878
3.548,0.185
3.55,0.329
3.552,-0.0171
3.554,0.644
3.556,-0.415
3.558,0.565
3.56,-0.283
3.562,-0.421
3.564,0.196
3.566,1.11
3.568,0.15
3.57,0.106
3.572,-0.69
3.574,0.331
3.576,0.359
3.578,-0.769
3.58,0.376
3.582,-0.284
3.584,-0.663
3.586,0.453
3.588,0.731
3.59,0.0283
3.592,0.625
3.594,-0.487
3.596,0.173
3.598,-0.349
3.6,-0.182
3.602,0.272
3.604,-0.0899
3.606,-0.651
3.608,0.474
3.61,0.15
3.612,-0.874
3.614,0.792
3.616,0.162
3.618,-0.222
3.62,0.378
3.622,0.345
3.624,-0.474
3.626,0.659
3.628,0.348
3.63,0.31
3.632,-0.428
3.634,-0.173
3.636,0.342
3.638,-0.757
3.64,-0.6
3.642,-0.472
3.644,-0.134
3.646,-0.207
3.648,0.368
3.65,0.373
3.652,0.276
3.654,-0.647
3.656,-0.00715
3.658,0.611
3.66,0.65
3.662,0.59
3.664,-0.517
3.666,1.1
3.668,-0.783
3.67,0.664
3.672,0.655
3.674,-0.617
3.676,0.819
3.678,1.22
3.68,-0.125
3.682,0.203
3.684,0.675
3.686,-0.226
3.688,0.146
3.69,0.74
3.692,-0.117
3.694,-0.453
3.696,-0.863
3.698,-0.457
3.7,-0.304
3.702,-0.491
3.704,-0.152
3.706,-0.0184
3.708,0.348
3.71,-0.955
3.712,0.169
3.714,0.837
3.716,-0.635
3.718,-0.441
3.72,-0.0864
3.722,-1.06
3.724,-0.0761
3.726,-0.204
3.728,0.272
3.73,-0.508
3.732,0.414
3.734,-0.769
3.736,1.16
3.738,-0.338
3.74,-0.233
3.742,0.21
3.744,0.948
3.746,-0.606
3.748,0.622
3.75,-0.322
3.752,0.794
3.754,-0.152
3.756,-0.205
3.758,-0.0639
3.76,0.453
3.762,0.461
3.764,0.438
3.766,-0.334
3.768,0.264
3.77,-0.016
3.772,0.62
3.774,-0.704
3.776,0.154
3.778,0.751
3.78,0.684
3.782,0.47
3.784,-0.484
3.786,-0.000101
3.788,-0.724
3.79,-0.356
3.792,0.576
3.794,-1.05
3.796,0.259
3.798,1.08
3.8,-0.673
3.802,-0.483
3.804,0.393
3.806,-0.046
3.808,0.756
3.81,0.801
3.812,-0.52
3.814,0.0154
3.816,-0.00394
3.818,-0.101
3.82,0.929
3.822,0.909
3.824,-0.22
3.826,-0.571
3.828,0.0153
3.83,-0.104
3.832,0.104
3.834,-0.149
3.836,0.458
3.838,0.473
3.84,-0.298
3.842,0.563
3.844,-0.311
3.846,0.628
3.848,0.6
3.85,0.195
3.852,0.761
3.854,0.444
3.856,0.143
3.858,-0.689
3.86,-0.441
3.862,0.627
3.864,0.0189
3.866,-0.259
3.868,0.302
3.87,0.357
3.872,0.0714
3.874,-0.138
3.876,-0.198
3.878,-0.245
3.88,0.895
3.882,-0.0825
3.884,0.816
3.886,-0.854
3.888,-0.688
3.89,0.146
3.892,0.459
3.894,-0.7
3.896,-0.339
3.898,1.03
3.9,0.141
3.902,0.444
3.904,0.758
3.906,-0.924
3.908,-0.195
3.91,-0.353
3.912,0.0374
3.914,0.359
3.916,-0.695
3.918,-0.219
3.92,0.394
3.922,-0.476
3.924,0.0325
3.926,0.803
3.928,-0.0513
3.93,0.701
3.932,-0.351
3.934,-0.445
3.936,-0.0869
3.938,-0.156
3.94,0.00969
3.942,1.16
3.944,-0.538
3.946,0.593
3.948,0.624
3.95,-0.765
3.952,0.373
3.954,-0.295
3.956,-0.174
3.958,-0.634
3.96,0.37
3.962,0.485
3.964,-0.783
3.966,0.367
3.968,-0.81
3.97,-0.702
3.972,0.822
3.974,-0.596
3.976,0.0176
3.978,0.533
3.98,0.22
3.982,0.282
3.984,0.499
3.986,-0.0692
3.988,-0.146
3.99,0.059
3.992,0.529
3.994,0.779
3.996,0.456
3.998,0.3
4,0.125
4.002,-0.026
4.004,-0.579
4.006,-0.182
4.008,-0.174
4.01,0.472
4.012,-0.511
4.014,-0.264
4.016,-0.585
4.018,0.553
4.02,0.307
4.022,-0.803
4.024,0.0446
4.026,0.0832
4.028,0.0732
4.03,0.1
4.032,0.0608
4.034,0.0436
4.036,0.0612
4.038,0.0597
4.04,0.104
4.042,0.0858
4.044,0.031
4.046,0.0627
4.048,0.103
4.05,0.103
4.052,0.114
4.054,0.0378
4.056,0.0775
4.058,0.0881
4.06,0.0911
4.062,0.0888
4.064,0.0946
4.066,0.111
4.068,0.076
4.07,0.134
4.072,0.0848
4.074,0.0808
4.076,0.109
4.078,0.0709
4.08,0.108
4.082,0.0412
4.084,0.0423
4.086,0.0652
4.088,0.0983
4.09,0.0556
4.092,0.0973
4.094,0.0677
4.096,0.0483
4.098,0.12
4.1,0.0904
4.102,0.0885
4.104,0.0481
4.106,0.0212
4.108,0.0883
4.11,0.0679
4.112,0.0479
4.114,0.111
4.116,0.108
4.118,0.0563
4.12,0.0639
4.122,0.0852
4.124,0.116
4.126,0.119
4.128,0.0483
4.13,0.0826
4.132,0.0495
4.134,0.132
4.136,0.0678
4.138,0.0993
4.14,0.0758
4.142,0.0784
4.144,0.0872
4.146,0.0926
4.148,0.0997
4.15,0.0747
4.152,0.0524
4.154,0.113
4.156,0.0737
4.158,0.128
4.16,0.0765
4.162,0.108
4.164,0.13
4.166,0.0293
4.168,0.0739
4.17,0.037
4.172,0.0896
4.174,0.0781
4.176,0.0422
4.178,0.129
4.18,0.118
4.182,0.123
4.184,0.0537
4.186,0.0401
4.188,0.054
4.19,0.0531
4.192,0.107
4.194,0.0602
4.196,0.0414
4.198,0.0534
4.2,0.0886
4.202,0.0713
4.204,0.101
4.206,0.131
4.208,0.0393
4.21,0.0776
4.212,0.0682
4.214,0.093
4.216,0.0529
4.218,0.0982
4.22,0.105
4.222,0.111
4.224,0.0917
4.226,0.0423
4.228,0.102
4.23,0.112
4.232,0.0939
4.234,0.0423
4.236,0.0591
4.238,0.0932
4.24,0.0904
4.242,0.144
4.244,0.105
4.246,0.0615
4.248,0.0898
4.25,0.107
4.252,0.0657
4.254,0.0671
4.256,0.0493
4.258,0.0893
4.26,0.107
4.262,0.0786
4.264,0.0676
4.266,0.0621
4.268,0.0692
4.27,0.0953
4.272,0.0766
4.274,0.05
4.276,0.0961
4.278,0.0829
4.28,0.11
4.282,0.0956
4.284,0.0473
4.286,0.118
4.288,0.0542
4.29,0.0645
4.292,0.0801
4.294,0.0594
4.296,0.0735
4.298,0.135
4.3,0.0407
4.302,0.0618
4.304,0.101
4.306,0.0548
4.308,0.0516
4.31,0.0912
4.312,0.0867
4.314,0.0891
4.316,-0.0596
4.318,0.536
4.32,-0.0332
4.322,0.45
4.324,-0.611
4.326,0.816
4.328,0.523
4.33,-0.794
4.332,0.147
4.334,-0.244
4.336,0.842
4.338,0.0851
4.34,0.155
4.342,0.091
4.344,0.207
4.346,0.0795
4.348,-0.0797
4.35,0.0534
4.352,0.207
4.354,0.973
4.356,-0.066
4.358,0.537
4.36,0.675
4.362,-0.842
4.364,-0.979
4.366,-0.362
4.368,0.265
4.37,-0.638
4.372,1.01
4.374,0.497
4.376,-0.0217
4.378,0.904
4.38,0.49
4.382,0.506
4.384,-1.12
4.386,-0.125
4.388,-0.161
4.39,0.0508
4.392,0.152
4.394,0.931
4.396,-0.591
4.398,0.296
4.4,-0.686
4.402,-0.669
4.404,-0.372
4.406,1.01
4.408,0.438
4.41,1.04
4.412,0.0168
4.414,0.516
4.416,0.694
4.418,-0.31
4.42,0.392
4.422,0.0609
4.424,0.166
4.426,0.0709
4.428,-0.778
4.43,-0.557
4.432,0.609
4.434,0.297
4.436,0.0327
4.438,-0.837
4.44,-0.0112
4.442,0.556
4.444,-0.213
4.446,0.182
4.448,0.0301
4.45,0.834
4.452,-0.2
4.454,-0.47
4.456,0.662
4.458,-0.208
4.46,0.136
4.462,0.34
4.464,0.388
4.466,-1.09
4.468,0.278
4.47,-0.035
4.472,-0.0712
4.474,1.05
4.476,1.02
4.478,-0.238
4.48,-0.355
4.482,-0.739
4.484,-0.122
4.486,-0.632
4.488,0.119
4.49,-0.278
4.492,0.243
4.494,-0.24
4.496,0.777
4.498,-0.23
4.5,0.0818
4.502,0.464
4.504,-0.24
4.506,-0.194
4.508,0.474
4.51,0.103
4.512,-0.854
4.514,0.483
4.516,-0.614
4.518,0.461
4.52,-0.00835
4.522,0.929
4.524,1.03
4.526,0.501
4.528,-0.976
4.53,-0.0243
4.532,0.625
4.534,0.798
4.536,0.532
4.538,-0.737
4.54,0.566
4.542,-0.527
4.544,-0.517
4.546,-0.636
4.548,-0.205
4.55,-0.237
4.552,-0.0197
4.554,-0.19
4.556,0.264
4.558,-0.284
4.56,-0.169
4.562,0.66
4.564,0.511
4.566,0.284
4.568,0.337
4.57,0.0691
4.572,0.313
4.574,-0.0927
4.576,-0.475
4.578,1.07
4.58,0.805
4.582,0.603
4.584,0.0128
4.586,-0.761
4.588,-0.648
4.59,-0.694
4.592,0.0775
4.594,0.773
4.596,-0.794
4.598,-0.381
4.6,0.864
4.602,-0.244
4.604,-0.624
4.606,0.583
4.608,1.01
4.61,0.432
4.612,1
4.614,0.571
4.616,-0.331
4.618,-0.169
4.62,0.682
4.622,0.479
4.624,-0.418
4.626,0.465
4.628,-0.0522
4.63,-0.43
4.632,-0.375
4.634,0.645
4.636,0.323
4.638,-0.509
4.64,-0.618
4.642,0.719
4.644,0.531
4.646,0.221
4.648,0.293
4.65,-0.504
4.652,0.389
4.654,-0.43
4.656,0.206
4.658,-0.436
4.66,0.108
4.662,-0.451
4.664,-0.691
4.666,-0.804
4.668,0.705
4.67,-0.495
4.672,-0.299
4.674,-0.225
4.676,-0.45
4.678,-0.314
4.68,0.5
4.682,-0.029
4.684,-0.722
4.686,0.312
4.688,-0.664
4.69,0.53
4.692,0.468
4.694,-0.849
4.696,0.631
4.698,0.437
4.7,-0.395
4.702,1.08
4.704,-0.056
4.706,1.12
4.708,0.207
4.71,0.863
4.712,0.459
4.714,-0.595
4.716,-0.0966
4.718,0.798
4.72,-0.173
4.722,1.1
4.724,0.139
4.726,-0.431
4.728,-0.505
4.73,0.195
4.732,0.514
4.734,-0.619
4.736,0.767
4.738,-0.494
4.74,-0.332
4.742,0.584
4.744,0.723
4.746,0.148
4.748,-0.04
4.75,0.329
4.752,1.1
4.754,0.512
4.756,0.286
4.758,-0.0955
4.76,-0.412
4.762,-0.522
4.764,-0.501
4.766,0.0965
4.768,0.469
4.77,0.504
4.772,0.493
4.774,-0.111
4.776,1.02
4.778,-0.646
4.78,-0.0252
4.782,-0.237
4.784,0.189
4.786,-0.303
4.788,0.14
4.79,0.719
4.792,0.29
4.794,0.889
4.796,-0.553
4.798,-0.542
4.8,-0.256
4.802,0.79
4.804,0.55
4.806,-0.331
4.808,0.668
4.81,0.334
4.812,1.06
4.814,0.992
4.816,-1.04
4.818,0.139
4.82,-0.608
4.822,0.407
4.824,0.0207
4.826,0.159
4.828,-0.165
4.83,0.13
4.832,0.0541
4.834,0.0259
4.836,0.034
4.838,0.0376
4.84,0.0577
4.842,0.0567
4.844,0.11
4.846,0.0479
4.848,0.125
4.85,0.0647
4.852,0.076
4.854,0.137
4.856,0.0541
4.858,0.11
4.86,0.0344
4.862,0.0625
4.864,0.0778
4.866,0.0524
4.868,0.0806
4.87,0.0611
4.872,0.0538
4.874,0.0455
4.876,0.0675
4.878,0.0738
4.88,0.0427
4.882,0.116
4.884,0.0734
4.886,0.091
4.888,0.0869
4.89,0.0329
4.892,0.099
4.894,0.118
4.896,0.0825
4.898,0.103
4.9,0.104
4.902,0.054
4.904,0.0636
4.906,0.0373
4.908,0.0661
4.91,0.0588
4.912,0.0936
4.914,0.0478
4.916,0.0327
4.918,0.088
4.92,0.114
4.922,0.0987
4.924,0.0355
4.926,0.134
4.928,0.0464
4.93,0.0544
4.932,0.0498
4.934,0.0812
4.936,0.0517
4.938,0.0826
4.94,0.086
4.942,0.0712
4.944,0.0534
4.946,0.115
4.948,0.0821
4.95,0.0613
4.952,0.1
4.954,0.0685
4.956,0.125
4.958,0.0817
4.96,0.108
4.962,0.0591
4.964,0.0798
4.966,0.0795
4.968,0.107
4.97,0.104
4.972,0.0754
4.974,0.116
4.976,0.0958
4.978,0.0647
4.98,0.118
4.982,0.0775
4.984,0.0767
4.986,0.0935
4.988,0.066
4.99,0.121
4.992,0.102
4.994,0.0855
4.996,0.0674
4.998,0.0702
5,0.0774
5.002,0.0712
5.004,0.0895
5.006,0.0881
5.008,0.118
5.01,0.0814
5.012,0.125
5.014,0.0344
5.016,0.0619
5.018,0.108
5.02,0.0537
5.022,0.117
5.024,0.105
5.026,0.0637
5.028,0.0872
5.03,0.119
5.032,0.0853
5.034,0.104
5.036,0.0316
5.038,0.107
5.04,0.105
5.042,0.0661
5.044,0.0794
5.046,0.0785
5.048,0.0525
5.05,0.071
5.052,0.113
5.054,0.0386
5.056,0.0776
5.058,0.0493
5.06,0.0991
5.062,0.113
5.064,0.125
5.066,0.057
5.068,0.0929
5.07,0.0932
5.072,0.0442
5.074,0.115
5.076,0.0723
5.078,0.0683
5.08,0.028
5.082,0.105
5.084,0.0553
5.086,0.115
5.088,0.0487
5.09,0.122
5.092,0.0296
5.094,0.0548
5.096,0.0741
5.098,0.0501
5.1,0.119
5.102,0.121
5.104,0.0956
5.106,0.088
5.108,0.0847
5.11,0.101
5.112,0.0854
5.114,0.104
5.116,0.0501
5.118,0.0771
